user_id,recommendation
1655,"[27826, 28095, 46720, 46434, 46916, 35341, 30224]"
1239,"[28399, 25809, 42633, 44555, 46068, 31462]"
5021,"[46498, 26189, 27361, 32039, 32872, 29008, 38097]"
820,"[31771, 33079, 31841, 36516, 32238, 26863, 28686]"
4736,"[25896, 27036, 48418, 40931, 30568, 44593, 47635]"
1804,"[31839, 26580, 53764, 34023, 26542, 27766, 51006]"
5154,"[30402, 25891, 28139, 51916, 34284, 54199, 26871]"
135,"[25417, 25556, 32929, 33795, 38863, 27480, 29660]"
3008,"[25351, 25467, 27904, 40709, 54857, 30476, 41949]"
2385,"[25399, 25447, 26411, 49804, 27730, 33689, 51610]"
4558,"[26103, 26691, 50768, 27850, 52492, 33847]"
279,"[42525, 29025, 27810, 53923, 26762, 49004, 33497]"
1518,"[27455, 28014, 27288, 29295, 37176, 32349, 31646]"
2388,"[26380, 28060, 44488, 43435, 34127, 35413, 36895]"
882,"[31499, 35051, 40491, 30318, 41712, 27698, 50938]"
2951,"[41882, 30822, 45762, 53548, 44659, 31549, 26910]"
3126,"[25321, 25334, 51462, 40712, 28334, 42166, 30424]"
2077,"[25790, 25971, 35140, 44079, 28656, 29551, 51455]"
3449,"[25530, 25572, 31206, 52270, 48047, 43447, 53087]"
1009,"[30249, 32676, 45762, 53548, 44659, 31549, 26910]"
633,"[25703, 25882, 27947, 40779, 45230, 30159, 43579]"
1754,"[30090, 44066, 49604, 30793, 50603, 50260, 37783]"
2199,"[31932, 25406, 53764, 34023, 26542, 27766, 51006]"
3606,"[26397, 26616, 27873, 43242, 31470, 45718, 47677]"
582,"[38149, 28086, 26411, 49804, 27730, 33689, 51610]"
2612,"[32785, 35994, 48418, 40931, 30568, 44593, 47635]"
692,"[32821, 28479, 51462, 40712, 28334, 42166, 30424]"
794,"[25675, 26130, 45762, 53548, 44659, 31549, 26910]"
4243,"[25752, 25821, 53764, 34023, 26542, 27766, 51006]"
4620,"[37181, 25993, 27457, 29262, 32596, 32279, 37759]"
4169,"[25820, 27717, 27361, 32039, 32872, 29008, 38097]"
1921,"[25356, 25934, 27810, 53923, 26762, 49004, 33497]"
2747,"[28015, 29243, 36227, 32016, 28754, 31350, 27068]"
1004,"[30689, 49648, 53249, 52648, 33486, 51286, 39770]"
1055,"[33384, 26098, 45762, 53548, 44659, 31549, 26910]"
4549,"[25603, 31105, 45762, 53548, 44659, 31549, 26910]"
2197,"[29295, 29777, 37176, 32349, 27288, 31646]"
3298,"[26755, 29998, 48418, 40931, 30568, 44593, 47635]"
4424,"[26462, 28334, 40712, 42166, 51462, 30424]"
1940,"[25354, 25899, 32929, 33795, 38863, 27480, 29660]"
1282,"[30439, 33962, 42538, 29742, 52880, 27890, 41374]"
639,"[25410, 25449, 53600, 29125, 27062, 32537, 36190]"
3164,"[42198, 28026, 45762, 53548, 44659, 31549, 26910]"
4652,"[35413, 36895, 44488, 43435, 34127]"
1515,"[25399, 25447, 26411, 49804, 27730, 33689, 51610]"
5165,"[44079, 25583, 28656, 51455, 35140, 29551]"
763,"[25471, 25659, 49604, 30793, 50603, 50260, 37783]"
3736,"[26493, 35073, 53249, 52648, 33486, 51286, 39770]"
332,"[41990, 25569, 45762, 53548, 44659, 31549, 26910]"
4823,"[25983, 28474, 29926, 49147, 39817, 27672, 41339]"
3236,"[43437, 26937, 31521, 43654, 48136, 29004, 46334]"
5305,"[27546, 28069, 31462, 42633, 44555, 28399, 46068]"
4450,"[26138, 26267, 43141, 41771, 29580, 27477, 51867]"
2644,"[26985, 32270, 53764, 34023, 26542, 27766, 51006]"
1609,"[25325, 31800, 31206, 52270, 48047, 43447, 53087]"
5229,"[27167, 27546, 31462, 42633, 44555, 28399, 46068]"
4216,"[29067, 29959, 44198, 54573, 48942, 53614, 32253]"
230,"[25886, 27504, 27457, 29262, 32596, 32279, 37759]"
5299,"[52344, 25611, 45762, 53548, 44659, 31549, 26910]"
2403,"[26905, 28050, 45762, 53548, 44659, 31549, 26910]"
1109,"[25341, 25387, 27873, 43242, 31470, 45718, 47677]"
2634,"[25530, 25572, 31206, 52270, 48047, 43447, 53087]"
2333,"[25992, 26591, 45762, 53548, 44659, 31549, 26910]"
4260,"[27955, 28063, 27180, 28753, 32693, 31895, 36797]"
3474,"[25726, 28565, 45762, 53548, 44659, 31549, 26910]"
2759,"[25817, 30656, 49049, 46047]"
4899,"[26803, 27102, 53764, 34023, 26542, 27766, 51006]"
1457,"[25323, 25560, 45762, 53548, 44659, 31549, 26910]"
3331,"[26526, 26794, 27361, 32039, 32872, 29008, 38097]"
89,"[26163, 26932, 45762, 53548, 44659, 31549, 26910]"
4218,"[30662, 39197, 45762, 53548, 44659, 31549, 26910]"
1774,"[44970, 25573, 27457, 29262, 32596, 32279, 37759]"
3546,"[25711, 26272, 45762, 53548, 44659, 31549, 26910]"
2770,"[33865, 46523, 40966, 30375, 27819, 44894, 43231]"
2338,"[39042, 25399, 26411, 49804, 27730, 33689, 51610]"
4338,"[34372, 39530, 27810, 53923, 26762, 49004, 33497]"
3952,"[27882, 28477, 44198, 54573, 48942, 53614, 32253]"
5266,"[29113, 29543, 44800, 32715, 46903, 48343, 28861]"
3247,"[25751, 27989, 44292, 32557, 47223, 29371, 50173]"
596,"[31531, 38304, 31462, 42633, 44555, 28399, 46068]"
4426,"[26075, 27838, 27947, 40779, 45230, 30159, 43579]"
2133,"[38733, 28366, 42538, 29742, 52880, 27890, 41374]"
3430,"[27369, 27413, 43301, 47942, 46475, 31798, 28991]"
4958,"[35413, 36895, 44488, 43435, 34127]"
1088,"[31579, 42364, 31462, 42633, 44555, 28399, 46068]"
2746,"[25913, 27982, 36227, 32016, 28754, 31350, 27068]"
717,"[25326, 25333, 44800, 32715, 46903, 48343, 28861]"
4385,"[25546, 26301, 53600, 29125, 27062, 32537, 36190]"
3102,"[28712, 29773, 27426, 28345, 43385, 33114, 53823]"
2577,"[28627, 27285, 27810, 53923, 26762, 49004, 33497]"
1104,"[25433, 25635, 40576, 29573, 32884, 27866, 34396]"
3448,"[26764, 28121, 45762, 53548, 44659, 31549, 26910]"
3263,"[41720, 51645, 50498, 51471, 38419, 29077, 27771]"
1419,"[40712, 25321, 42166, 28334, 51462, 30424]"
4567,"[25372, 25555, 53600, 29125, 27062, 32537, 36190]"
1024,"[26562, 42613, 51462, 40712, 28334, 42166, 30424]"
779,"[25416, 25446, 44198, 54573, 48942, 53614, 32253]"
231,"[25606, 26760, 28139, 51916, 34284, 54199, 26871]"
4320,"[27369, 27413, 43301, 47942, 46475, 31798, 28991]"
4957,"[27349, 28874, 27180, 28753, 32693, 31895, 36797]"
1068,"[25902, 26682, 28354, 35689, 31346, 26973, 53213]"
2101,"[26492, 30186, 27457, 29262, 32596, 32279, 37759]"
2758,"[28780, 29699, 53249, 52648, 33486, 51286, 39770]"
3868,"[25473, 26476, 44198, 54573, 48942, 53614, 32253]"
5308,"[46078, 25605, 27361, 32039, 32872, 29008, 38097]"
840,"[28265, 29162, 27810, 53923, 26762, 49004, 33497]"
4936,"[26472, 34852, 27361, 32039, 32872, 29008, 38097]"
4331,"[26133, 26152, 53600, 29125, 27062, 32537, 36190]"
3316,"[25416, 25446, 44198, 54573, 48942, 53614, 32253]"
2064,"[25410, 25449, 53600, 29125, 27062, 32537, 36190]"
734,"[54076, 28908, 44449, 41330, 31124, 46422, 28699]"
2268,"[25706, 25744, 45762, 53548, 44659, 31549, 26910]"
2413,"[44612, 25546, 53600, 29125, 27062, 32537, 36190]"
2377,"[25997, 26940, 36227, 32016, 28754, 31350, 27068]"
3725,"[42809, 25340, 27361, 32039, 32872, 29008, 38097]"
772,"[25410, 25449, 53600, 29125, 27062, 32537, 36190]"
518,"[30862, 34440, 27180, 28753, 32693, 31895, 36797]"
3721,"[25413, 25511, 42538, 29742, 52880, 27890, 41374]"
4311,"[28979, 34574, 31206, 52270, 48047, 43447, 53087]"
3948,"[26133, 26152, 53600, 29125, 27062, 32537, 36190]"
3417,"[52068, 38786, 51462, 40712, 28334, 42166, 30424]"
3515,"[25668, 25708, 26691, 27850, 52492, 50768, 33847]"
916,"[29645, 32383, 26691, 27850, 52492, 50768, 33847]"
4803,"[28482, 32789, 31206, 52270, 48047, 43447, 53087]"
1048,"[25459, 25494, 27288, 29295, 37176, 32349, 31646]"
4625,"[25780, 26295, 31521, 43654, 48136, 29004, 46334]"
174,"[27622, 30441, 45762, 53548, 44659, 31549, 26910]"
4348,"[27594, 28353, 44198, 54573, 48942, 53614, 32253]"
2694,"[25368, 27051, 45762, 53548, 44659, 31549, 26910]"
645,"[28317, 29194, 43141, 41771, 29580, 27477, 51867]"
1432,"[27039, 27984, 27457, 29262, 32596, 32279, 37759]"
734,"[33200, 37814, 30688, 51309, 30253, 38610, 52380]"
2576,"[27158, 27470, 45762, 53548, 44659, 31549, 26910]"
1145,"[27952, 33746, 36227, 32016, 28754, 31350, 27068]"
864,"[26022, 27542, 40647, 27689, 38940, 49980, 29981]"
76,"[31015, 38940, 27689, 49980, 29981, 40647]"
2664,"[47210, 25771, 45762, 53548, 44659, 31549, 26910]"
1515,"[30820, 32659, 42538, 29742, 52880, 27890, 41374]"
1760,"[25752, 27523, 53764, 34023, 26542, 27766, 51006]"
5271,"[31051, 36055, 40966, 30375, 27819, 44894, 43231]"
3234,"[25902, 26682, 28354, 35689, 31346, 26973, 53213]"
3626,"[25416, 25446, 44198, 54573, 48942, 53614, 32253]"
862,"[25633, 26000, 40491, 30318, 41712, 27698, 50938]"
3097,"[25535, 26003, 45762, 53548, 44659, 31549, 26910]"
797,"[28916, 25593, 27947, 40779, 45230, 30159, 43579]"
3093,"[31788, 35281, 53600, 29125, 27062, 32537, 36190]"
549,"[25864, 26633, 45762, 53548, 44659, 31549, 26910]"
129,"[34971, 25416, 44198, 54573, 48942, 53614, 32253]"
1706,"[25430, 25800, 45762, 53548, 44659, 31549, 26910]"
3854,"[29101, 44420, 51462, 40712, 28334, 42166, 30424]"
1056,"[28080, 34747, 31841, 36516, 32238, 26863, 28686]"
2489,"[27209, 32810, 26691, 27850, 52492, 50768, 33847]"
1872,"[43490, 47443, 45762, 53548, 44659, 31549, 26910]"
4203,"[29264, 44674, 28354, 35689, 31346, 26973, 53213]"
4054,"[32249, 32528, 53764, 34023, 26542, 27766, 51006]"
2775,"[36821, 38230, 44198, 54573, 48942, 53614, 32253]"
2909,"[25601, 37674, 44198, 54573, 48942, 53614, 32253]"
4720,"[29167, 33481, 45762, 53548, 44659, 31549, 26910]"
1267,"[25385, 26208, 31206, 52270, 48047, 43447, 53087]"
2211,"[26627, 29878, 27784, 34352, 29653, 53563, 43647]"
2333,"[26548, 26577, 26691, 27850, 52492, 50768, 33847]"
3433,"[31469, 32958, 48418, 40931, 30568, 44593, 47635]"
799,"[25975, 29906, 40647, 27689, 38940, 49980, 29981]"
2699,"[33475, 52090, 45762, 53548, 44659, 31549, 26910]"
251,"[31990, 25406, 53764, 34023, 26542, 27766, 51006]"
592,"[27123, 27311, 43141, 41771, 29580, 27477, 51867]"
2904,"[25433, 25635, 40576, 29573, 32884, 27866, 34396]"
2730,"[28328, 30752, 43141, 41771, 29580, 27477, 51867]"
2048,"[48167, 25473, 44198, 54573, 48942, 53614, 32253]"
2214,"[29514, 31490, 45762, 53548, 44659, 31549, 26910]"
912,"[25368, 27051, 45762, 53548, 44659, 31549, 26910]"
4456,"[25360, 25936, 45132, 53934, 30928, 35637, 45274]"
4322,"[25328, 25456, 43083, 35979, 52046, 43670, 30364]"
2648,"[36187, 25383, 48418, 40931, 30568, 44593, 47635]"
1834,"[26039, 27119, 53026, 29798, 31867, 49310, 29823]"
1073,"[25404, 25696, 48418, 40931, 30568, 44593, 47635]"
5338,"[26852, 34218, 31206, 52270, 48047, 43447, 53087]"
4046,"[25416, 25446, 44198, 54573, 48942, 53614, 32253]"
3158,"[26926, 31048, 27457, 29262, 32596, 32279, 37759]"
2560,"[39491, 25396, 30382, 47600, 47027, 36957, 46813]"
5168,"[31911, 25421, 54819, 32497, 41747, 50484, 27453]"
5156,"[46742, 26231, 48418, 40931, 30568, 44593, 47635]"
3541,"[36584, 25439, 31841, 36516, 32238, 26863, 28686]"
1850,"[25385, 26208, 31206, 52270, 48047, 43447, 53087]"
511,"[44625, 51884, 26411, 49804, 27730, 33689, 51610]"
390,"[35066, 44142, 53764, 34023, 26542, 27766, 51006]"
5148,"[40417, 25512, 54819, 32497, 41747, 50484, 27453]"
875,"[26369, 27128, 27873, 43242, 31470, 45718, 47677]"
1018,"[26523, 29335, 36227, 32016, 28754, 31350, 27068]"
3082,"[26020, 26325, 31462, 42633, 44555, 28399, 46068]"
621,"[25754, 34070, 32929, 33795, 38863, 27480, 29660]"
129,"[25354, 25899, 32929, 33795, 38863, 27480, 29660]"
1382,"[27097, 29810, 27288, 29295, 37176, 32349, 31646]"
3089,"[25738, 29094, 27810, 53923, 26762, 49004, 33497]"
1243,"[25351, 25467, 27904, 40709, 54857, 30476, 41949]"
4456,"[26279, 27251, 27288, 29295, 37176, 32349, 31646]"
1890,"[25435, 25452, 28139, 51916, 34284, 54199, 26871]"
3591,"[25900, 26044, 45762, 53548, 44659, 31549, 26910]"
1640,"[25477, 25757, 31841, 36516, 32238, 26863, 28686]"
487,"[25459, 25494, 27288, 29295, 37176, 32349, 31646]"
3528,"[25858, 33694, 44449, 41330, 31124, 46422, 28699]"
2138,"[47048, 25413, 42538, 29742, 52880, 27890, 41374]"
1113,"[27505, 29301, 48418, 40931, 30568, 44593, 47635]"
710,"[27919, 30526, 52104, 38531, 50059, 28727]"
911,"[41535, 44853, 27288, 29295, 37176, 32349, 31646]"
4148,"[25817, 30656, 49049, 46047]"
2915,"[29980, 35664, 27810, 53923, 26762, 49004, 33497]"
2827,"[26739, 26906, 29523, 44212, 36148, 52599, 30366]"
2709,"[25335, 26180, 44198, 54573, 48942, 53614, 32253]"
2689,"[31783, 25427, 26411, 49804, 27730, 33689, 51610]"
1822,"[36695, 42163, 36227, 32016, 28754, 31350, 27068]"
905,"[25359, 25616, 44449, 41330, 31124, 46422, 28699]"
3486,"[25389, 26158, 36227, 32016, 28754, 31350, 27068]"
2954,"[28341, 30236, 31206, 52270, 48047, 43447, 53087]"
3642,"[25439, 25466, 31841, 36516, 32238, 26863, 28686]"
3184,"[25351, 25467, 27904, 40709, 54857, 30476, 41949]"
3940,"[26669, 27318, 27180, 28753, 32693, 31895, 36797]"
4704,"[27147, 27205, 46720, 46434, 46916, 35341, 30224]"
3735,"[28003, 35056, 45762, 53548, 44659, 31549, 26910]"
3330,"[25607, 25845, 28139, 51916, 34284, 54199, 26871]"
3080,"[27604, 32568, 27361, 32039, 32872, 29008, 38097]"
4667,"[26397, 26616, 27873, 43242, 31470, 45718, 47677]"
4861,"[44701, 27400, 27288, 29295, 37176, 32349, 31646]"
3066,"[25817, 30656, 49049, 46047]"
627,"[25416, 25446, 44198, 54573, 48942, 53614, 32253]"
1400,"[35413, 36895, 44488, 43435, 34127]"
1371,"[25707, 26986, 45762, 53548, 44659, 31549, 26910]"
228,"[26348, 27864, 45762, 53548, 44659, 31549, 26910]"
4836,"[25593, 25632, 27947, 40779, 45230, 30159, 43579]"
4279,"[26778, 26831, 31206, 52270, 48047, 43447, 53087]"
4688,"[29080, 25399, 26411, 49804, 27730, 33689, 51610]"
1365,"[25341, 25387, 27873, 43242, 31470, 45718, 47677]"
2763,"[41491, 25633, 40491, 30318, 41712, 27698, 50938]"
4432,"[33048, 33460, 43489, 33541, 29805, 42995, 51581]"
5251,"[46498, 26189, 27361, 32039, 32872, 29008, 38097]"
1480,"[27323, 34219, 45762, 53548, 44659, 31549, 26910]"
2093,"[26366, 27608, 40966, 30375, 27819, 44894, 43231]"
3050,"[49897, 26670, 27815, 35015, 44167, 27444, 51487]"
4403,"[25873, 29510, 53600, 29125, 27062, 32537, 36190]"
3066,"[25705, 28168, 26691, 27850, 52492, 50768, 33847]"
3852,"[27774, 40104, 45762, 53548, 44659, 31549, 26910]"
3644,"[25413, 25511, 42538, 29742, 52880, 27890, 41374]"
427,"[29110, 48591, 45762, 53548, 44659, 31549, 26910]"
3304,"[26512, 26750, 27288, 29295, 37176, 32349, 31646]"
1703,"[25399, 25447, 26411, 49804, 27730, 33689, 51610]"
2617,"[27285, 28538, 27810, 53923, 26762, 49004, 33497]"
5304,"[25338, 27512, 27810, 53923, 26762, 49004, 33497]"
325,"[26229, 26992, 44449, 41330, 31124, 46422, 28699]"
4284,"[43669, 27484, 51462, 40712, 28334, 42166, 30424]"
5310,"[27455, 28014, 27288, 29295, 37176, 32349, 31646]"
5248,"[25453, 25685, 28354, 35689, 31346, 26973, 53213]"
3881,"[27230, 31774, 31206, 52270, 48047, 43447, 53087]"
4322,"[25530, 25572, 31206, 52270, 48047, 43447, 53087]"
5179,"[25883, 26017, 27426, 28345, 43385, 33114, 53823]"
2407,"[25765, 25989, 28769, 33893, 53747, 42552, 28187]"
484,"[32640, 25875, 27947, 40779, 45230, 30159, 43579]"
4366,"[46420, 25383, 48418, 40931, 30568, 44593, 47635]"
1501,"[45252, 51824, 40647, 27689, 38940, 49980, 29981]"
949,"[27024, 30076, 40966, 30375, 27819, 44894, 43231]"
3330,"[28177, 30361, 31521, 43654, 48136, 29004, 46334]"
2685,"[28827, 25383, 48418, 40931, 30568, 44593, 47635]"
519,"[27448, 29628, 48418, 40931, 30568, 44593, 47635]"
739,"[25364, 25773, 53764, 34023, 26542, 27766, 51006]"
1470,"[26209, 26351, 31521, 43654, 48136, 29004, 46334]"
3044,"[25663, 28267, 44449, 41330, 31124, 46422, 28699]"
4408,"[25891, 26004, 28139, 51916, 34284, 54199, 26871]"
4253,"[54452, 29921, 53764, 34023, 26542, 27766, 51006]"
1501,"[26427, 27179, 27361, 32039, 32872, 29008, 38097]"
4750,"[25383, 25404, 48418, 40931, 30568, 44593, 47635]"
2356,"[29890, 34295, 35140, 44079, 28656, 29551, 51455]"
5036,"[31962, 37176, 27288, 32349, 31646, 29295]"
1806,"[25326, 25333, 44800, 32715, 46903, 48343, 28861]"
3535,"[43288, 25355, 44198, 54573, 48942, 53614, 32253]"
1047,"[25416, 25446, 44198, 54573, 48942, 53614, 32253]"
5064,"[50327, 25818, 53506, 29073, 53111, 28314, 38239]"
4920,"[30557, 34645, 44800, 32715, 46903, 48343, 28861]"
4607,"[26189, 26330, 27361, 32039, 32872, 29008, 38097]"
3692,"[30845, 31555, 44449, 41330, 31124, 46422, 28699]"
2008,"[26326, 26785, 26691, 27850, 52492, 50768, 33847]"
980,"[27166, 33399, 45762, 53548, 44659, 31549, 26910]"
4837,"[28299, 32165, 53600, 29125, 27062, 32537, 36190]"
5283,"[25351, 25467, 27904, 40709, 54857, 30476, 41949]"
3476,"[25711, 34140, 45762, 53548, 44659, 31549, 26910]"
1497,"[25479, 27398, 45762, 53548, 44659, 31549, 26910]"
4296,"[25989, 39922, 28769, 33893, 53747, 42552, 28187]"
4513,"[44095, 46579, 26411, 49804, 27730, 33689, 51610]"
2457,"[28183, 31043, 26411, 49804, 27730, 33689, 51610]"
731,"[26060, 26776, 45762, 53548, 44659, 31549, 26910]"
3987,"[27483, 29292, 45762, 53548, 44659, 31549, 26910]"
3886,"[25389, 26158, 36227, 32016, 28754, 31350, 27068]"
2505,"[39672, 41683, 40491, 30318, 41712, 27698, 50938]"
3376,"[25687, 25908, 36227, 32016, 28754, 31350, 27068]"
5344,"[26749, 28573, 42538, 29742, 52880, 27890, 41374]"
3122,"[44699, 25411, 29926, 49147, 39817, 27672, 41339]"
241,"[26027, 26644, 44800, 32715, 46903, 48343, 28861]"
2460,"[26655, 28839, 28139, 51916, 34284, 54199, 26871]"
1080,"[25873, 29996, 53600, 29125, 27062, 32537, 36190]"
1839,"[54438, 25341, 27873, 43242, 31470, 45718, 47677]"
1822,"[25538, 26606, 27288, 29295, 37176, 32349, 31646]"
2824,"[29142, 32621, 31206, 52270, 48047, 43447, 53087]"
1546,"[40042, 26493, 53249, 52648, 33486, 51286, 39770]"
1118,"[27013, 33691, 31521, 43654, 48136, 29004, 46334]"
2584,"[26967, 29714, 43141, 41771, 29580, 27477, 51867]"
1152,"[25756, 26196, 44198, 54573, 48942, 53614, 32253]"
4311,"[26397, 26443, 27873, 43242, 31470, 45718, 47677]"
1946,"[43371, 26939, 45762, 53548, 44659, 31549, 26910]"
1941,"[33884, 25604, 28139, 51916, 34284, 54199, 26871]"
3790,"[26898, 28406, 43141, 41771, 29580, 27477, 51867]"
4840,"[25841, 31948, 45762, 53548, 44659, 31549, 26910]"
3866,"[27039, 27984, 27457, 29262, 32596, 32279, 37759]"
615,"[25660, 28769, 42552, 53747, 28187, 33893]"
2823,"[25386, 25822, 31841, 36516, 32238, 26863, 28686]"
2188,"[35413, 36895, 44488, 43435, 34127]"
3207,"[40824, 25396, 30382, 47600, 47027, 36957, 46813]"
2728,"[28011, 44505, 36227, 32016, 28754, 31350, 27068]"
1101,"[25505, 26738, 45762, 53548, 44659, 31549, 26910]"
3370,"[35934, 28445, 45762, 53548, 44659, 31549, 26910]"
3303,"[34384, 25412, 51462, 40712, 28334, 42166, 30424]"
4266,"[25383, 25404, 48418, 40931, 30568, 44593, 47635]"
589,"[29423, 29934, 27288, 29295, 37176, 32349, 31646]"
1344,"[26985, 49808, 53764, 34023, 26542, 27766, 51006]"
3756,"[31839, 26580, 53764, 34023, 26542, 27766, 51006]"
2590,"[29968, 25948, 27810, 53923, 26762, 49004, 33497]"
649,"[25883, 26017, 27426, 28345, 43385, 33114, 53823]"
364,"[26346, 28266, 43083, 35979, 52046, 43670, 30364]"
2597,"[30090, 44066, 49604, 30793, 50603, 50260, 37783]"
326,"[26500, 30815, 36227, 32016, 28754, 31350, 27068]"
5027,"[27555, 31456, 32929, 33795, 38863, 27480, 29660]"
3744,"[28165, 36586, 28139, 51916, 34284, 54199, 26871]"
5200,"[26060, 29385, 45762, 53548, 44659, 31549, 26910]"
2318,"[25732, 26421, 26411, 49804, 27730, 33689, 51610]"
2832,"[25372, 25410, 53600, 29125, 27062, 32537, 36190]"
196,"[25336, 26489, 31206, 52270, 48047, 43447, 53087]"
2923,"[26257, 30259, 31206, 52270, 48047, 43447, 53087]"
2769,"[39286, 26060, 45762, 53548, 44659, 31549, 26910]"
1220,"[48042, 25750, 28736, 45667, 46184, 34871, 28255]"
5114,"[25383, 25404, 48418, 40931, 30568, 44593, 47635]"
4925,"[25732, 26421, 26411, 49804, 27730, 33689, 51610]"
5128,"[25668, 25708, 26691, 27850, 52492, 50768, 33847]"
4331,"[25383, 25404, 48418, 40931, 30568, 44593, 47635]"
2830,"[33005, 27294, 27361, 32039, 32872, 29008, 38097]"
3307,"[27692, 28153, 42538, 29742, 52880, 27890, 41374]"
3757,"[29023, 40566, 48418, 40931, 30568, 44593, 47635]"
1293,"[25350, 25661, 43489, 33541, 29805, 42995, 51581]"
3378,"[25434, 27481, 27180, 28753, 32693, 31895, 36797]"
64,"[45584, 25417, 32929, 33795, 38863, 27480, 29660]"
4723,"[31398, 32697, 49604, 30793, 50603, 50260, 37783]"
218,"[25396, 25592, 30382, 47600, 47027, 36957, 46813]"
1871,"[38690, 26255, 36227, 32016, 28754, 31350, 27068]"
3087,"[32200, 36206, 30286, 53296, 41970, 42290, 33083]"
4502,"[25726, 28565, 45762, 53548, 44659, 31549, 26910]"
3691,"[25676, 27892, 45762, 53548, 44659, 31549, 26910]"
3676,"[40216, 27024, 40966, 30375, 27819, 44894, 43231]"
2834,"[27719, 28563, 27947, 40779, 45230, 30159, 43579]"
549,"[43340, 28215, 31206, 52270, 48047, 43447, 53087]"
2672,"[25372, 25410, 53600, 29125, 27062, 32537, 36190]"
1827,"[37841, 41678, 26411, 49804, 27730, 33689, 51610]"
3554,"[31443, 33972, 48730]"
4926,"[25728, 29103, 45762, 53548, 44659, 31549, 26910]"
810,"[27294, 27411, 27361, 32039, 32872, 29008, 38097]"
304,"[26105, 26640, 45762, 53548, 44659, 31549, 26910]"
1211,"[31505, 27925, 27457, 29262, 32596, 32279, 37759]"
2205,"[25410, 25449, 53600, 29125, 27062, 32537, 36190]"
301,"[28501, 35390, 31206, 52270, 48047, 43447, 53087]"
4608,"[25530, 25572, 31206, 52270, 48047, 43447, 53087]"
3138,"[25472, 25565, 31841, 36516, 32238, 26863, 28686]"
267,"[32007, 42358, 43141, 41771, 29580, 27477, 51867]"
2135,"[48445, 28650, 51462, 40712, 28334, 42166, 30424]"
2278,"[29408, 47763, 26691, 27850, 52492, 50768, 33847]"
2002,"[25588, 26630, 40491, 30318, 41712, 27698, 50938]"
4581,"[25430, 25800, 45762, 53548, 44659, 31549, 26910]"
4268,"[27746, 29581, 45762, 53548, 44659, 31549, 26910]"
3502,"[26394, 29127, 31206, 52270, 48047, 43447, 53087]"
745,"[25738, 29094, 27810, 53923, 26762, 49004, 33497]"
4456,"[25926, 26376, 28354, 35689, 31346, 26973, 53213]"
2491,"[53697, 32440, 53600, 29125, 27062, 32537, 36190]"
1814,"[25433, 25635, 40576, 29573, 32884, 27866, 34396]"
1888,"[27023, 27519, 35140, 44079, 28656, 29551, 51455]"
2730,"[38201, 25389, 36227, 32016, 28754, 31350, 27068]"
4455,"[25586, 26306, 52558, 31216, 54034, 43477, 29756]"
3425,"[25351, 25467, 27904, 40709, 54857, 30476, 41949]"
2001,"[31051, 36055, 40966, 30375, 27819, 44894, 43231]"
3019,"[26286, 27613, 32673, 54370, 43368, 40811, 53721]"
3178,"[25902, 26682, 28354, 35689, 31346, 26973, 53213]"
2375,"[25668, 25708, 26691, 27850, 52492, 50768, 33847]"
1194,"[30563, 33617, 30688, 51309, 30253, 38610, 52380]"
147,"[29922, 49917, 52558, 31216, 54034, 43477, 29756]"
1289,"[26158, 37746, 36227, 32016, 28754, 31350, 27068]"
4503,"[25433, 25635, 40576, 29573, 32884, 27866, 34396]"
2302,"[39389, 25445, 28354, 35689, 31346, 26973, 53213]"
2839,"[25364, 25849, 53764, 34023, 26542, 27766, 51006]"
4569,"[25920, 27980, 42538, 29742, 52880, 27890, 41374]"
3782,"[26739, 26906, 29523, 44212, 36148, 52599, 30366]"
4115,"[25837, 26521, 51462, 40712, 28334, 42166, 30424]"
4304,"[25732, 26421, 26411, 49804, 27730, 33689, 51610]"
925,"[36890, 37642, 53600, 29125, 27062, 32537, 36190]"
5289,"[25404, 25696, 48418, 40931, 30568, 44593, 47635]"
25,"[25987, 27873, 43242, 45718, 47677, 31470]"
3242,"[26165, 30560, 44329, 49364, 32685, 31165]"
2141,"[29419, 25383, 48418, 40931, 30568, 44593, 47635]"
1516,"[25608, 26202, 53764, 34023, 26542, 27766, 51006]"
2112,"[33623, 40981, 40491, 30318, 41712, 27698, 50938]"
208,"[26319, 29774, 30286, 53296, 41970, 42290, 33083]"
2639,"[27903, 28070, 45762, 53548, 44659, 31549, 26910]"
3505,"[25668, 25708, 26691, 27850, 52492, 50768, 33847]"
5251,"[25888, 27553, 27810, 53923, 26762, 49004, 33497]"
4083,"[48984, 49862, 28139, 51916, 34284, 54199, 26871]"
801,"[25615, 26256, 27180, 28753, 32693, 31895, 36797]"
613,"[27458, 27946, 26411, 49804, 27730, 33689, 51610]"
677,"[26532, 26957, 36612, 31560, 46194, 45656, 46427]"
119,"[53791, 25391, 45762, 53548, 44659, 31549, 26910]"
4215,"[27650, 45867, 31206, 52270, 48047, 43447, 53087]"
3932,"[28507, 27147, 46720, 46434, 46916, 35341, 30224]"
570,"[27815, 27821, 35015, 27444, 51487, 44167]"
844,"[25847, 26498, 31521, 43654, 48136, 29004, 46334]"
5090,"[26286, 27613, 32673, 54370, 43368, 40811, 53721]"
2186,"[30956, 35129, 53249, 52648, 33486, 51286, 39770]"
